eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_idx,time,n_trials,n_units,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.02,0.05,0.03,0.01,2,0.035,688,57,186.0,128.0,0.38930790609100857,0.3822607102601349,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.03,0.06,0.03,0.01,3,0.045,688,57,186.0,128.0,0.4578610724889855,0.40769963713314006,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,688,57,186.0,128.0,0.5081059381483655,0.39509147115042964,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0011997600479904018
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.05,0.08,0.03,0.01,5,0.065,688,57,186.0,128.0,0.5326633442879908,0.3052031587107538,0.05263157894736842,0.017543859649122806,3.0,57.0,0.003199360127974405
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.06,0.09,0.03,0.01,6,0.075,688,57,186.0,128.0,0.5181393752833818,0.3072918934707082,0.05263157894736842,0.017543859649122806,3.0,57.0,0.012397520495900819
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.07,0.1,0.03,0.01,7,0.085,688,57,186.0,128.0,0.37635476440008264,0.24440957951312964,0.05263157894736842,0.017543859649122806,3.0,57.0,0.007998400319936013
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.0,0.03,0.03,0.01,0,0.015,692,145,171.0,152.0,0.3090609635880048,0.2818656963386441,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.01,0.04,0.03,0.01,1,0.025,692,145,171.0,152.0,0.25842369327883197,0.1810197637065299,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0015996800639872025
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.02,0.05,0.03,0.01,2,0.035,692,145,171.0,152.0,0.37488327298538454,0.2520148439948637,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.03,0.06,0.03,0.01,3,0.045,692,145,171.0,152.0,0.42873014095160356,0.26275136069920496,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,692,145,171.0,152.0,0.21064995735907246,0.1690789413613436,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0007998400319936012
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.05,0.08,0.03,0.01,5,0.065,692,145,171.0,152.0,0.2451659000531853,0.23784081229815085,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0003999200159968006
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.06,0.09,0.03,0.01,6,0.075,692,145,171.0,152.0,0.48595975360037985,0.47011302188855797,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.07,0.1,0.03,0.01,7,0.085,692,145,171.0,152.0,0.624052530450971,0.5510954264075743,0.020689655172413793,0.006896551724137931,3.0,145.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.0,0.03,0.03,0.01,0,0.015,655,117,176.0,124.0,0.7026868647199505,0.6578382476896926,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.01,0.04,0.03,0.01,1,0.025,655,117,176.0,124.0,0.5783572905565375,0.5778574070861724,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.02,0.05,0.03,0.01,2,0.035,655,117,176.0,124.0,0.5120728473332854,0.4959711008506256,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.03,0.06,0.03,0.01,3,0.045,655,117,176.0,124.0,0.20503609705540166,0.19164521595298592,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,655,117,176.0,124.0,0.03671173587176352,0.03586020816076185,0.02564102564102564,0.008547008547008548,3.0,117.0,0.04079184163167367
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.05,0.08,0.03,0.01,5,0.065,655,117,176.0,124.0,0.2514466871190549,0.07652159948772866,0.02564102564102564,0.008547008547008548,3.0,117.0,0.010997800439912017
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.06,0.09,0.03,0.01,6,0.075,655,117,176.0,124.0,0.25818631656686497,0.1107397269384406,0.02564102564102564,0.008547008547008548,3.0,117.0,0.004199160167966407
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.07,0.1,0.03,0.01,7,0.085,655,117,176.0,124.0,0.3164537572843046,0.11277443116495144,0.02564102564102564,0.008547008547008548,3.0,117.0,0.005198960207958408
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.0,0.03,0.03,0.01,0,0.015,443,117,98.0,105.0,0.06493329337725877,2.9145845926471598e-05,0.02564102564102564,0.008547008547008548,3.0,117.0,0.9620075984803039
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.01,0.04,0.03,0.01,1,0.025,443,117,98.0,105.0,0.1007257227800046,0.025339713055193242,0.02564102564102564,0.008547008547008548,3.0,117.0,0.055188962207558485
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.02,0.05,0.03,0.01,2,0.035,443,117,98.0,105.0,0.13558786020438243,0.030154293449737985,0.02564102564102564,0.008547008547008548,3.0,117.0,0.132373525294941
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.03,0.06,0.03,0.01,3,0.045,443,117,98.0,105.0,0.08686411086525896,0.0145398315393642,0.02564102564102564,0.008547008547008548,3.0,117.0,0.5770845830833833
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,443,117,98.0,105.0,0.15367022842650382,0.0377852654487708,0.02564102564102564,0.008547008547008548,3.0,117.0,0.11537692461507698
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.05,0.08,0.03,0.01,5,0.065,443,117,98.0,105.0,0.15952756386255423,0.14452455797571245,0.02564102564102564,0.008547008547008548,3.0,117.0,0.0005998800239952009
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.06,0.09,0.03,0.01,6,0.075,443,117,98.0,105.0,0.11159507891671563,0.024911506461417127,0.02564102564102564,0.008547008547008548,3.0,117.0,0.04239152169566087
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.07,0.1,0.03,0.01,7,0.085,443,117,98.0,105.0,0.01701583322969042,0.00031693924238626706,0.02564102564102564,0.008547008547008548,3.0,117.0,0.8212357528494301
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.0,0.03,0.03,0.01,0,0.015,433,412,108.0,85.0,0.12005752355545973,0.09582733396889656,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0001999600079984003
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.01,0.04,0.03,0.01,1,0.025,433,412,108.0,85.0,0.11881561626364791,0.11481486368746524,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0001999600079984003
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.02,0.05,0.03,0.01,2,0.035,433,412,108.0,85.0,0.2037197068380084,0.18875722606007314,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0001999600079984003
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.03,0.06,0.03,0.01,3,0.045,433,412,108.0,85.0,0.2425194595358099,0.185249794331913,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0001999600079984003
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,433,412,108.0,85.0,0.2333652332827739,0.1866533742337161,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0001999600079984003
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.05,0.08,0.03,0.01,5,0.065,433,412,108.0,85.0,0.22419314721625969,0.16020766152526597,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0003999200159968006
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.06,0.09,0.03,0.01,6,0.075,433,412,108.0,85.0,0.20652456616895315,0.1487274516951024,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0001999600079984003
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,VISp,0.07,0.1,0.03,0.01,7,0.085,433,412,108.0,85.0,0.21340970950421317,0.13494375052538002,0.007281553398058253,0.0024271844660194173,3.0,412.0,0.0001999600079984003
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.0,0.03,0.03,0.01,0,0.015,972,266,215.0,193.0,0.24724493557745614,0.1679980354749345,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.01,0.04,0.03,0.01,1,0.025,972,266,215.0,193.0,0.22848554909923693,0.1867008707808243,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.02,0.05,0.03,0.01,2,0.035,972,266,215.0,193.0,0.2531881677282013,0.14128939048869235,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.03,0.06,0.03,0.01,3,0.045,972,266,215.0,193.0,0.26526084966146857,0.09099932524065488,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,972,266,215.0,193.0,0.24677233803483978,0.004911785641485012,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.26554689062187564
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.05,0.08,0.03,0.01,5,0.065,972,266,215.0,193.0,0.27828347794947234,0.002238116227658166,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.45150969806038793
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.06,0.09,0.03,0.01,6,0.075,972,266,215.0,193.0,0.2720253922772206,0.006283371419858892,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.21295740851829634
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.07,0.1,0.03,0.01,7,0.085,972,266,215.0,193.0,0.3232787357278588,0.25455215981308377,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.0,0.03,0.03,0.01,0,0.015,1111,40,251.0,234.0,0.24001146487488734,0.0723568463343825,0.075,0.025,3.0,40.0,0.16976604679064186
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.01,0.04,0.03,0.01,1,0.025,1111,40,251.0,234.0,0.23130877243234121,0.22945608276368015,0.075,0.025,3.0,40.0,0.052789442111577684
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.02,0.05,0.03,0.01,2,0.035,1111,40,251.0,234.0,0.12923331083822215,0.055155420680844884,0.075,0.025,3.0,40.0,0.46650669866026795
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.03,0.06,0.03,0.01,3,0.045,1111,40,251.0,234.0,0.02833336897257236,0.007835198203474465,0.075,0.025,3.0,40.0,0.44831033793241354
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,1111,40,251.0,234.0,0.23709577554456468,0.026511001367160912,0.075,0.025,3.0,40.0,0.47130573885222954
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.05,0.08,0.03,0.01,5,0.065,1111,40,251.0,234.0,0.37034012029793983,0.0008164622070319607,0.075,0.025,3.0,40.0,0.8934213157368527
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.06,0.09,0.03,0.01,6,0.075,1111,40,251.0,234.0,0.07093392236198179,0.00218940090433275,0.075,0.025,3.0,40.0,0.6920615876824635
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.07,0.1,0.03,0.01,7,0.085,1111,40,251.0,234.0,0.16859422468050952,0.04690449600214087,0.075,0.025,3.0,40.0,0.10577884423115377
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.0,0.03,0.03,0.01,0,0.015,912,32,172.0,229.0,0.1472236910347866,0.11727909566483652,0.09375,0.03125,3.0,32.0,0.04979004199160168
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.01,0.04,0.03,0.01,1,0.025,912,32,172.0,229.0,0.10905921914913456,0.0014165150469291825,0.09375,0.03125,3.0,32.0,0.8346330733853229
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.02,0.05,0.03,0.01,2,0.035,912,32,172.0,229.0,0.03754600983500212,0.008741431813859557,0.09375,0.03125,3.0,32.0,0.5974805038992201
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.03,0.06,0.03,0.01,3,0.045,912,32,172.0,229.0,0.06271489751005567,0.0007249309221016828,0.09375,0.03125,3.0,32.0,0.886622675464907
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,912,32,172.0,229.0,0.22896397385214434,0.07986353468980793,0.09375,0.03125,3.0,32.0,0.08398320335932813
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.05,0.08,0.03,0.01,5,0.065,912,32,172.0,229.0,0.09998547401159541,0.07288398752683062,0.09375,0.03125,3.0,32.0,0.11357728454309138
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.06,0.09,0.03,0.01,6,0.075,912,32,172.0,229.0,0.02267476381167166,0.000634716685209187,0.09375,0.03125,3.0,32.0,0.8840231953609278
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.07,0.1,0.03,0.01,7,0.085,912,32,172.0,229.0,0.1382512986054576,5.1072538549929636e-05,0.09375,0.03125,3.0,32.0,0.9718056388722256
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.0,0.03,0.03,0.01,0,0.015,728,142,152.0,159.0,0.19964103872522748,0.13583184718153832,0.02112676056338028,0.007042253521126761,3.0,142.0,0.0001999600079984003
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.01,0.04,0.03,0.01,1,0.025,728,142,152.0,159.0,0.18724753166613337,0.18634759871636966,0.02112676056338028,0.007042253521126761,3.0,142.0,0.0001999600079984003
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.02,0.05,0.03,0.01,2,0.035,728,142,152.0,159.0,0.11652019820008316,0.0719412942295391,0.02112676056338028,0.007042253521126761,3.0,142.0,0.04279144171165767
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.03,0.06,0.03,0.01,3,0.045,728,142,152.0,159.0,0.1563462728530168,0.08454093932235894,0.02112676056338028,0.007042253521126761,3.0,142.0,0.029194161167766446
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.04,0.07,0.03,0.01,4,0.05500000000000001,728,142,152.0,159.0,0.1918384209905274,0.017745329127195175,0.02112676056338028,0.007042253521126761,3.0,142.0,0.4631073785242951
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.05,0.08,0.03,0.01,5,0.065,728,142,152.0,159.0,0.5183331096103865,0.05076452167934246,0.02112676056338028,0.007042253521126761,3.0,142.0,0.09798040391921616
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.06,0.09,0.03,0.01,6,0.075,728,142,152.0,159.0,0.06427954722910514,0.06208714512238182,0.02112676056338028,0.007042253521126761,3.0,142.0,0.05798840231953609
58b1e920-cfc8-467e-b28b-7654a55d0977,1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp,0.07,0.1,0.03,0.01,7,0.085,728,142,152.0,159.0,0.4816078376576345,0.08594040067715211,0.02112676056338028,0.007042253521126761,3.0,142.0,0.02399520095980804
