eid,pid,target_prefix,status,error,n_trials,n_units,n_contrasts,contrast_counts,seed,min_trials,alpha,balanced_test_mse,balanced_test_r2
3f71aa98-08c6-4e79-b4c8-00eae4f03eff,17fa2600-6349-4b6f-a7e4-d8ea5558fa12,VISp,ok,,672,5,9,"{""-1.0"": 62, ""-0.25"": 64, ""-0.125"": 66, ""-0.0625"": 52, ""0.0"": 82, ""0.0625"": 83, ""0.125"": 81, ""0.25"": 87, ""1.0"": 95}",0,10,1.0,0.24168373149825603,-0.005125121610075611
5ae68c54-2897-4d3a-8120-426150704385,a8a59fc3-a658-4db4-b5e8-09f1e4df03fd,VISp,ok,,740,215,9,"{""-1.0"": 91, ""-0.25"": 75, ""-0.125"": 72, ""-0.0625"": 83, ""0.0"": 89, ""0.0625"": 78, ""0.125"": 88, ""0.25"": 85, ""1.0"": 79}",0,10,1.0,0.9275638006220817,-2.8575938567387653
0c828385-6dd6-4842-a702-c5075f5f5e81,3d3d5a5e-df26-43ee-80b6-2d72d85668a5,VISp,ok,,610,151,9,"{""-1.0"": 55, ""-0.25"": 60, ""-0.125"": 61, ""-0.0625"": 48, ""0.0"": 72, ""0.0625"": 73, ""0.125"": 75, ""0.25"": 79, ""1.0"": 87}",0,10,1.0,0.3695542395737728,-0.5369187147616836
bb099402-fb31-4cfd-824e-1c97530a0875,b83407f8-8220-46f9-9b90-a4c9f150c572,VISp,ok,,665,186,9,"{""-1.0"": 62, ""-0.25"": 64, ""-0.125"": 66, ""-0.0625"": 52, ""0.0"": 80, ""0.0625"": 82, ""0.125"": 79, ""0.25"": 86, ""1.0"": 94}",0,10,1.0,0.4398743345651804,-0.8293690737151185
111c1762-7908-47e0-9f40-2f2ee55b6505,27bac116-ea57-4512-ad35-714a62d259cd,VISp,ok,,724,134,9,"{""-1.0"": 64, ""-0.25"": 65, ""-0.125"": 67, ""-0.0625"": 56, ""0.0"": 87, ""0.0625"": 93, ""0.125"": 91, ""0.25"": 96, ""1.0"": 105}",0,10,1.0,0.22882925933884904,0.048334632641320985
8a3a0197-b40a-449f-be55-c00b23253bbf,f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,VISp,ok,,417,128,9,"{""-1.0"": 35, ""-0.25"": 39, ""-0.125"": 45, ""-0.0625"": 35, ""0.0"": 50, ""0.0625"": 52, ""0.125"": 51, ""0.25"": 52, ""1.0"": 58}",0,10,1.0,0.5831196408591492,-1.4251040659557401
bda2faf5-9563-4940-a80f-ce444259e47b,29418b18-4db6-436f-a85e-b0f1d38d2e62,VISp,ok,,545,310,9,"{""-1.0"": 68, ""-0.25"": 52, ""-0.125"": 53, ""-0.0625"": 58, ""0.0"": 54, ""0.0625"": 74, ""0.125"": 56, ""0.25"": 65, ""1.0"": 65}",0,10,1.0,1.247713191992514,-4.189045477167423
91bac580-76ed-41ab-ac07-89051f8d7f6e,6d9b6393-6729-4a15-ad08-c6838842a074,VISp,ok,,699,109,9,"{""-1.0"": 75, ""-0.25"": 65, ""-0.125"": 84, ""-0.0625"": 76, ""0.0"": 93, ""0.0625"": 73, ""0.125"": 83, ""0.25"": 74, ""1.0"": 76}",0,10,1.0,0.29346785761235006,-0.22048726342753522
8a1cf4ef-06e3-4c72-9bc7-e1baa189841b,5544da75-8d34-47cb-9092-1f91e713e79c,VISp,ok,,405,7,9,"{""-1.0"": 45, ""-0.25"": 42, ""-0.125"": 54, ""-0.0625"": 48, ""0.0"": 51, ""0.0625"": 37, ""0.125"": 40, ""0.25"": 48, ""1.0"": 40}",0,10,1.0,0.2279041978662018,0.05218181970446034
7416f387-b302-4ca3-8daf-03b585a1b7ec,caf2170c-5463-46ce-8cd0-66f2e1e3376d,VISp,ok,,476,47,9,"{""-1.0"": 55, ""-0.25"": 57, ""-0.125"": 49, ""-0.0625"": 66, ""0.0"": 50, ""0.0625"": 43, ""0.125"": 47, ""0.25"": 56, ""1.0"": 53}",0,10,1.0,0.2735747404896467,-0.1377548774154258
7cb81727-2097-4b52-b480-c89867b5b34c,4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp,ok,,658,133,9,"{""-1.0"": 69, ""-0.25"": 79, ""-0.125"": 64, ""-0.0625"": 78, ""0.0"": 81, ""0.0625"": 64, ""0.125"": 67, ""0.25"": 78, ""1.0"": 78}",0,10,1.0,0.3715285445860621,-0.5451295428272329
75b6b132-d998-4fba-8482-961418ac957d,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,VISp,ok,,471,52,9,"{""-1.0"": 54, ""-0.25"": 55, ""-0.125"": 48, ""-0.0625"": 66, ""0.0"": 50, ""0.0625"": 43, ""0.125"": 46, ""0.25"": 56, ""1.0"": 53}",0,10,1.0,0.27842327905105335,-0.15791919663109555
b52182e7-39f6-4914-9717-136db589706e,0393f34c-a2bd-4c01-99c9-f6b4ec6e786d,VISp,ok,,700,153,9,"{""-1.0"": 70, ""-0.25"": 82, ""-0.125"": 64, ""-0.0625"": 79, ""0.0"": 85, ""0.0625"": 70, ""0.125"": 73, ""0.25"": 88, ""1.0"": 89}",0,10,1.0,0.25149100031417354,-0.04591203018746559
83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,220bca21-4cf8-43f1-a213-71645899c571,VISp,ok,,907,13,9,"{""-1.0"": 113, ""-0.25"": 102, ""-0.125"": 99, ""-0.0625"": 114, ""0.0"": 104, ""0.0625"": 108, ""0.125"": 87, ""0.25"": 91, ""1.0"": 89}",0,10,1.0,0.24107030432658375,-0.0025739732282472616
85dc2ebd-8aaf-46b0-9284-a197aee8b16f,df07180e-268e-489c-826e-40cb6f63d3a5,VISp,ok,,770,333,9,"{""-1.0"": 82, ""-0.25"": 70, ""-0.125"": 87, ""-0.0625"": 83, ""0.0"": 102, ""0.0625"": 88, ""0.125"": 90, ""0.25"": 81, ""1.0"": 87}",0,10,1.0,1.3456541698267013,-4.596366800145703
a71175be-d1fd-47a3-aa93-b830ea3634a1,e10a7a75-4740-41d1-82bb-7696ed14c442,VISp,ok,,855,45,9,"{""-1.0"": 92, ""-0.25"": 77, ""-0.125"": 95, ""-0.0625"": 93, ""0.0"": 112, ""0.0625"": 99, ""0.125"": 99, ""0.25"": 90, ""1.0"": 98}",0,10,1.0,0.2620325017570346,-0.0897524982819633
37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,50f1512d-dd41-4a0c-b3ab-b0564f0424d7,VISp,ok,,630,35,9,"{""-1.0"": 58, ""-0.25"": 81, ""-0.125"": 84, ""-0.0625"": 76, ""0.0"": 68, ""0.0625"": 65, ""0.125"": 62, ""0.25"": 67, ""1.0"": 69}",0,10,1.0,0.25989809676770403,-0.080875839264964
dda5fc59-f09a-4256-9fb5-66c67667a466,8169d556-f994-4735-b4c8-f7c85ddc39b0,VISp,ok,,751,208,9,"{""-1.0"": 84, ""-0.25"": 83, ""-0.125"": 86, ""-0.0625"": 85, ""0.0"": 93, ""0.0625"": 73, ""0.125"": 76, ""0.25"": 97, ""1.0"": 74}",0,10,1.0,0.2487260640355201,-0.03441308941848065
7be8fec4-406b-4e74-8548-d2885dcc3d5e,44f5caad-c703-4279-866b-0303e57d2a7f,VISp,ok,,594,188,9,"{""-1.0"": 87, ""-0.25"": 73, ""-0.125"": 65, ""-0.0625"": 78, ""0.0"": 61, ""0.0625"": 69, ""0.125"": 49, ""0.25"": 60, ""1.0"": 52}",0,10,1.0,0.7585795781632036,-2.1548147077401114
03cf52f6-fba6-4743-a42e-dd1ac3072343,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,VISp,ok,,415,114,9,"{""-1.0"": 35, ""-0.25"": 39, ""-0.125"": 45, ""-0.0625"": 35, ""0.0"": 49, ""0.0625"": 52, ""0.125"": 51, ""0.25"": 51, ""1.0"": 58}",0,10,1.0,0.3461558956151747,-0.43960863447177334
5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,d6c810b2-5922-4127-af2b-4b104bc55c2b,VISp,ok,,587,86,9,"{""-1.0"": 63, ""-0.25"": 51, ""-0.125"": 72, ""-0.0625"": 66, ""0.0"": 75, ""0.0625"": 62, ""0.125"": 64, ""0.25"": 66, ""1.0"": 68}",0,10,1.0,0.24238963472228114,-0.008060863538151164
41431f53-69fd-4e3b-80ce-ea62e03bf9c7,a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp,ok,,570,829,9,"{""-1.0"": 57, ""-0.25"": 50, ""-0.125"": 70, ""-0.0625"": 62, ""0.0"": 69, ""0.0625"": 63, ""0.125"": 66, ""0.25"": 66, ""1.0"": 67}",0,10,1.0,0.36139722078361686,-0.502994939865439
6274dda8-3a59-4aa1-95f8-a8a549c46a26,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,VISp,ok,,780,300,9,"{""-1.0"": 73, ""-0.25"": 76, ""-0.125"": 77, ""-0.0625"": 60, ""0.0"": 91, ""0.0625"": 99, ""0.125"": 99, ""0.25"": 99, ""1.0"": 106}",0,10,1.0,0.6707485017766823,-1.7895388954755882
90c61c38-b9fd-4cc3-9795-29160d2f8e55,43436b4b-0431-407f-b83d-d657ec22b5c6,VISp,ok,,804,231,9,"{""-1.0"": 94, ""-0.25"": 102, ""-0.125"": 104, ""-0.0625"": 90, ""0.0"": 88, ""0.0625"": 85, ""0.125"": 85, ""0.25"": 79, ""1.0"": 77}",0,10,1.0,0.5483093185993865,-1.280333339445824
5d01d14e-aced-4465-8f8e-9a1c674f62ec,c84144db-4498-4627-b72a-975a6b618715,VISp,ok,,555,175,9,"{""-1.0"": 57, ""-0.25"": 50, ""-0.125"": 67, ""-0.0625"": 60, ""0.0"": 66, ""0.0625"": 61, ""0.125"": 64, ""0.25"": 65, ""1.0"": 65}",0,10,1.0,0.2575850625945405,-0.07125628920184357
