eid,axis_key,axis_label,cond_a,cond_b,signed_a,signed_b,span,midpoint,category,cosine_global,sort_key,category_order
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.0625)))","(0,0) vs (0,0.0625)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.0625))",0.0,-0.0625,0.0625,-0.03125,neither_high,0.31255080056918333,"(-0.03125, 0.0625, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.0625)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0625), np.float64(0.0)))","(0,0.125) vs (0.0625,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0625), np.float64(0.0))",-0.125,0.0625,0.1875,-0.03125,neither_high,0.05922706265522658,"(-0.03125, 0.1875, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0625), np.float64(0.0)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0625), np.float64(0.0)))","(0,0.0625) vs (0.0625,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0625), np.float64(0.0))",-0.0625,0.0625,0.125,0.0,neither_high,0.7652559790506656,"(0.0, 0.125, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0625), np.float64(0.0)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.125), np.float64(0.0)))","(0,0.125) vs (0.125,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.125), np.float64(0.0))",-0.125,0.125,0.25,0.0,neither_high,0.5855625892126842,"(0.0, 0.25, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.125), np.float64(0.0)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0625), np.float64(0.0)))","(0,0) vs (0.0625,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0625), np.float64(0.0))",0.0,0.0625,0.0625,0.03125,neither_high,0.7235120574578086,"(0.03125, 0.0625, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0625), np.float64(0.0)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.125), np.float64(0.0)))","(0,0.0625) vs (0.125,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.125), np.float64(0.0))",-0.0625,0.125,0.1875,0.03125,neither_high,0.599945801731891,"(0.03125, 0.1875, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.125), np.float64(0.0)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))","(0,0) vs (0.125,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.125), np.float64(0.0))",0.0,0.125,0.125,0.0625,neither_high,0.5593936745602438,"(0.0625, 0.125, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))')",2
e1931de1-cf7b-49af-af33-2ade15e8abe7,"((np.float64(0.0625), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))","(0.0625,0) vs (0.125,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(0.125), np.float64(0.0))",0.0625,0.125,0.0625,0.09375,neither_high,0.45750355866886266,"(0.09375, 0.0625, '((np.float64(0.0625), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))","(0,0.25) vs (0,1)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.0), np.float64(1.0))",-0.25,-1.0,0.75,-0.625,both_high,0.7334029258412563,"(-0.625, 0.75, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))')",0
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))","(0,1) vs (0.25,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.25), np.float64(0.0))",-1.0,0.25,1.25,-0.375,both_high,0.9338103491868297,"(-0.375, 1.25, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))')",0
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))","(0,0.25) vs (0.25,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.25), np.float64(0.0))",-0.25,0.25,0.5,0.0,both_high,0.5305689396650759,"(0.0, 0.5, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))')",0
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))","(0,1) vs (1,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(1.0), np.float64(0.0))",-1.0,1.0,2.0,0.0,both_high,0.9999999999990002,"(0.0, 2.0, '((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))')",0
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))","(0,0.25) vs (1,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(1.0), np.float64(0.0))",-0.25,1.0,1.25,0.375,both_high,0.7053082483114649,"(0.375, 1.25, '((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))')",0
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.25,0) vs (1,0)","(np.float64(0.25), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.25,1.0,0.75,0.625,both_high,0.5226135098584199,"(0.625, 0.75, '((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",0
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))","(0,0.125) vs (0,1)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(1.0))",-0.125,-1.0,0.875,-0.5625,one_high,0.5249232941595351,"(-0.5625, 0.875, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))","(0,0.0625) vs (0,1)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(1.0))",-0.0625,-1.0,0.9375,-0.53125,one_high,0.38806898852330035,"(-0.53125, 0.9375, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))","(0,0) vs (0,1)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(1.0))",0.0,-1.0,1.0,-0.5,one_high,0.7103173445790373,"(-0.5, 1.0, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))","(0,1) vs (0.0625,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.0625), np.float64(0.0))",-1.0,0.0625,1.0625,-0.46875,one_high,0.84645624314573,"(-0.46875, 1.0625, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))","(0,1) vs (0.125,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.125), np.float64(0.0))",-1.0,0.125,1.125,-0.4375,one_high,0.8626159207686666,"(-0.4375, 1.125, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))","(0,0.125) vs (0,0.25)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(0.25))",-0.125,-0.25,0.125,-0.1875,one_high,0.2265022805957381,"(-0.1875, 0.125, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))","(0,0.0625) vs (0,0.25)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(0.25))",-0.0625,-0.25,0.1875,-0.15625,one_high,0.0744699192487596,"(-0.15625, 0.1875, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))","(0,0) vs (0,0.25)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.25))",0.0,-0.25,0.25,-0.125,one_high,0.5493462989972696,"(-0.125, 0.25, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.0625), np.float64(0.0)))","(0,0.25) vs (0.0625,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.0625), np.float64(0.0))",-0.25,0.0625,0.3125,-0.09375,one_high,0.21458134527432526,"(-0.09375, 0.3125, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.0625), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.125), np.float64(0.0)))","(0,0.25) vs (0.125,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.125), np.float64(0.0))",-0.25,0.125,0.375,-0.0625,one_high,0.664510806389824,"(-0.0625, 0.375, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.125), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.25), np.float64(0.0)))","(0,0.125) vs (0.25,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.25), np.float64(0.0))",-0.125,0.25,0.375,0.0625,one_high,0.08744677199482347,"(0.0625, 0.375, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.25), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.25), np.float64(0.0)))","(0,0.0625) vs (0.25,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.25), np.float64(0.0))",-0.0625,0.25,0.3125,0.09375,one_high,0.1432268205192769,"(0.09375, 0.3125, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.25), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0,0) vs (0.25,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.0,0.25,0.25,0.125,one_high,0.1651926150815093,"(0.125, 0.25, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0625), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0.0625,0) vs (0.25,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.0625,0.25,0.1875,0.15625,one_high,0.4077542242257954,"(0.15625, 0.1875, '((np.float64(0.0625), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.125), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))","(0.125,0) vs (0.25,0)","(np.float64(0.125), np.float64(0.0))","(np.float64(0.25), np.float64(0.0))",0.125,0.25,0.125,0.1875,one_high,0.05550521288347421,"(0.1875, 0.125, '((np.float64(0.125), np.float64(0.0)), (np.float64(0.25), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.125)), (np.float64(1.0), np.float64(0.0)))","(0,0.125) vs (1,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(1.0), np.float64(0.0))",-0.125,1.0,1.125,0.4375,one_high,0.23995217260101237,"(0.4375, 1.125, '((np.float64(0.0), np.float64(0.125)), (np.float64(1.0), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0625)), (np.float64(1.0), np.float64(0.0)))","(0,0.0625) vs (1,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(1.0), np.float64(0.0))",-0.0625,1.0,1.0625,0.46875,one_high,0.2629749567866729,"(0.46875, 1.0625, '((np.float64(0.0), np.float64(0.0625)), (np.float64(1.0), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0,0) vs (1,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.0,1.0,1.0,0.5,one_high,0.043759221234075,"(0.5, 1.0, '((np.float64(0.0), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0625), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.0625,0) vs (1,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.0625,1.0,0.9375,0.53125,one_high,0.6690417546901927,"(0.53125, 0.9375, '((np.float64(0.0625), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.125), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.125,0) vs (1,0)","(np.float64(0.125), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.125,1.0,0.875,0.5625,one_high,0.328246945121057,"(0.5625, 0.875, '((np.float64(0.125), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",1
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.125)))","(0,0.0625) vs (0,0.125)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(0.125))",-0.0625,-0.125,0.0625,-0.09375,neither_high,0.23688420729903942,"(-0.09375, 0.0625, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.125)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.125)))","(0,0) vs (0,0.125)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.125))",0.0,-0.125,0.125,-0.0625,neither_high,0.49924549504194216,"(-0.0625, 0.125, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.125)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.0625)))","(0,0) vs (0,0.0625)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.0625))",0.0,-0.0625,0.0625,-0.03125,neither_high,0.42201564144580184,"(-0.03125, 0.0625, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.0625)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0625), np.float64(0.0)))","(0,0.125) vs (0.0625,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0625), np.float64(0.0))",-0.125,0.0625,0.1875,-0.03125,neither_high,0.0662212628362643,"(-0.03125, 0.1875, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0625), np.float64(0.0)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0625), np.float64(0.0)))","(0,0.0625) vs (0.0625,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0625), np.float64(0.0))",-0.0625,0.0625,0.125,0.0,neither_high,0.02171749653183861,"(0.0, 0.125, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0625), np.float64(0.0)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.125), np.float64(0.0)))","(0,0.125) vs (0.125,0)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.125), np.float64(0.0))",-0.125,0.125,0.25,0.0,neither_high,0.13000038582707396,"(0.0, 0.25, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.125), np.float64(0.0)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0625), np.float64(0.0)))","(0,0) vs (0.0625,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0625), np.float64(0.0))",0.0,0.0625,0.0625,0.03125,neither_high,0.350474876126499,"(0.03125, 0.0625, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0625), np.float64(0.0)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.125), np.float64(0.0)))","(0,0.0625) vs (0.125,0)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.125), np.float64(0.0))",-0.0625,0.125,0.1875,0.03125,neither_high,0.18366172924315638,"(0.03125, 0.1875, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.125), np.float64(0.0)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))","(0,0) vs (0.125,0)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.125), np.float64(0.0))",0.0,0.125,0.125,0.0625,neither_high,0.16680852229139212,"(0.0625, 0.125, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))')",2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,"((np.float64(0.0625), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))","(0.0625,0) vs (0.125,0)","(np.float64(0.0625), np.float64(0.0))","(np.float64(0.125), np.float64(0.0))",0.0625,0.125,0.0625,0.09375,neither_high,0.33336174019549114,"(0.09375, 0.0625, '((np.float64(0.0625), np.float64(0.0)), (np.float64(0.125), np.float64(0.0)))')",2
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))","(0,0.25) vs (0,1)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.0), np.float64(1.0))",-0.25,-1.0,0.75,-0.625,both_high,0.013725176724199397,"(-0.625, 0.75, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.0), np.float64(1.0)))')",0
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))","(0,1) vs (0.25,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.25), np.float64(0.0))",-1.0,0.25,1.25,-0.375,both_high,0.19848957683972018,"(-0.375, 1.25, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.25), np.float64(0.0)))')",0
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))","(0,0.25) vs (0.25,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(0.25), np.float64(0.0))",-0.25,0.25,0.5,0.0,both_high,0.20019238073302473,"(0.0, 0.5, '((np.float64(0.0), np.float64(0.25)), (np.float64(0.25), np.float64(0.0)))')",0
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))","(0,1) vs (1,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(1.0), np.float64(0.0))",-1.0,1.0,2.0,0.0,both_high,0.9999999999990001,"(0.0, 2.0, '((np.float64(0.0), np.float64(1.0)), (np.float64(1.0), np.float64(0.0)))')",0
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))","(0,0.25) vs (1,0)","(np.float64(0.0), np.float64(0.25))","(np.float64(1.0), np.float64(0.0))",-0.25,1.0,1.25,0.375,both_high,0.7153033870854212,"(0.375, 1.25, '((np.float64(0.0), np.float64(0.25)), (np.float64(1.0), np.float64(0.0)))')",0
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))","(0.25,0) vs (1,0)","(np.float64(0.25), np.float64(0.0))","(np.float64(1.0), np.float64(0.0))",0.25,1.0,0.75,0.625,both_high,0.679092485583976,"(0.625, 0.75, '((np.float64(0.25), np.float64(0.0)), (np.float64(1.0), np.float64(0.0)))')",0
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))","(0,0.125) vs (0,1)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(1.0))",-0.125,-1.0,0.875,-0.5625,one_high,0.30340408301116945,"(-0.5625, 0.875, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(1.0)))')",1
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))","(0,0.0625) vs (0,1)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(1.0))",-0.0625,-1.0,0.9375,-0.53125,one_high,0.12055769712002423,"(-0.53125, 0.9375, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(1.0)))')",1
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))","(0,0) vs (0,1)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(1.0))",0.0,-1.0,1.0,-0.5,one_high,0.0760271734202739,"(-0.5, 1.0, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(1.0)))')",1
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))","(0,1) vs (0.0625,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.0625), np.float64(0.0))",-1.0,0.0625,1.0625,-0.46875,one_high,0.08679389869475077,"(-0.46875, 1.0625, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.0625), np.float64(0.0)))')",1
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))","(0,1) vs (0.125,0)","(np.float64(0.0), np.float64(1.0))","(np.float64(0.125), np.float64(0.0))",-1.0,0.125,1.125,-0.4375,one_high,0.05022409268075031,"(-0.4375, 1.125, '((np.float64(0.0), np.float64(1.0)), (np.float64(0.125), np.float64(0.0)))')",1
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))","(0,0.125) vs (0,0.25)","(np.float64(0.0), np.float64(0.125))","(np.float64(0.0), np.float64(0.25))",-0.125,-0.25,0.125,-0.1875,one_high,0.5527875376880214,"(-0.1875, 0.125, '((np.float64(0.0), np.float64(0.125)), (np.float64(0.0), np.float64(0.25)))')",1
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))","(0,0.0625) vs (0,0.25)","(np.float64(0.0), np.float64(0.0625))","(np.float64(0.0), np.float64(0.25))",-0.0625,-0.25,0.1875,-0.15625,one_high,0.24390710899756116,"(-0.15625, 0.1875, '((np.float64(0.0), np.float64(0.0625)), (np.float64(0.0), np.float64(0.25)))')",1
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,"((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))","(0,0) vs (0,0.25)","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.25))",0.0,-0.25,0.25,-0.125,one_high,0.10647902351875675,"(-0.125, 0.25, '((np.float64(0.0), np.float64(0.0)), (np.float64(0.0), np.float64(0.25)))')",1
