eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_index,bin_idx,time,n_trials,n_units,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval,status,n_active_units
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.07,0.12000000000000001,0.05,0.01,3,0,0.095,972,265,215.0,193.0,0.3188647766628306,0.2465058900040365,0.011320754716981131,0.0037735849056603774,3.0,265.0,0.0001999600079984003,ok,265
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.08000000000000002,0.13,0.05,0.01,4,0,0.10500000000000001,972,265,215.0,193.0,0.3055181242439373,0.23148616695853017,0.011320754716981131,0.0037735849056603774,3.0,265.0,0.0001999600079984003,ok,265
a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,769b42dc-acf3-4079-b09e-ec979568d297,VISp,0.09000000000000001,0.14,0.05,0.01,5,0,0.11500000000000002,972,266,215.0,193.0,0.2751308359540629,0.19124073851369303,0.011278195488721804,0.0037593984962406013,3.0,266.0,0.0001999600079984003,ok,266
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.04,0.09,0.05,0.01,0,0,0.065,1111,39,251.0,234.0,0.09147479558833956,0.020059728954066634,0.07692307692307693,0.02564102564102564,3.0,39.0,0.5144971005798841,ok,39
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.05,0.1,0.05,0.01,1,0,0.07500000000000001,1111,39,251.0,234.0,0.22196318073384327,0.03914633474170371,0.07692307692307693,0.02564102564102564,3.0,39.0,0.30453909218156366,ok,39
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.060000000000000005,0.11000000000000001,0.05,0.01,2,0,0.085,1111,38,251.0,234.0,0.2950769349642058,0.12822796593905836,0.07894736842105263,0.02631578947368421,3.0,38.0,0.07278544291141771,ok,38
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.07,0.12000000000000001,0.05,0.01,3,0,0.095,1111,38,251.0,234.0,0.6812437022360134,0.31340118124695465,0.07894736842105263,0.02631578947368421,3.0,38.0,0.003799240151969606,ok,38
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.08000000000000002,0.13,0.05,0.01,4,0,0.10500000000000001,1111,38,251.0,234.0,0.6154820102602324,0.4671760910433437,0.07894736842105263,0.02631578947368421,3.0,38.0,0.0003999200159968006,ok,38
dc21e80d-97d7-44ca-a729-a8e3f9b14305,176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp,0.09000000000000001,0.14,0.05,0.01,5,0,0.11500000000000002,1111,39,251.0,234.0,0.6819768351238067,0.5791016245509424,0.07692307692307693,0.02564102564102564,3.0,39.0,0.0001999600079984003,ok,39
09394481-8dd2-4d5c-9327-f2753ede92d7,da57bb3a-b0f2-465d-a5fc-cc84341450b0,VISp,0.04,0.09,0.05,0.01,0,0,0.065,912,32,172.0,229.0,0.18613574448102274,0.011076808944461837,0.09375,0.03125,3.0,32.0,0.5396920615876825,ok,32
