eid,pid,target_prefix,bin_start,bin_end,bin_idx,time,k_pa,n_active_units,status,n_pos,n_neg,signal_norm,T_obs_raw,T_obs_corrected,mean_noise_scale,haar_status,haar_null_mean_corrected,haar_null_median_corrected,haar_null_p05_corrected,haar_null_p95_corrected,haar_p_lower_corrected,haar_p_upper_corrected,pairing_null_mean_corrected,pairing_null_median_corrected,pairing_null_p05_corrected,pairing_null_p95_corrected,pairing_p_lower_corrected,pairing_p_upper_corrected
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.02,0.05,2,0.035,7,140,ok,171,152,15.243112410529015,0.16581839421649613,0.09125699070772435,0.012426900584795321,ok,0.07604784616483372,0.06295038595500979,-0.026234136625277515,0.2155943210809538,0.6407185628742516,0.36127744510978044,0.07331038276218084,0.07368386457409162,0.04384520878919064,0.10452210855043409,0.8063872255489022,0.19760479041916168
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.03,0.06,3,0.045,7,141,ok,171,152,13.60640014212391,0.0752791395845766,0.0007177360758047975,0.012426900584795321,ok,0.009363655846680537,0.0008558518938953322,-0.05255029857713029,0.09330502796142298,0.49500998003992014,0.5069860279441117,0.007399056704963433,0.007594777148001155,0.0010434640718110532,0.013112384196550558,0.04790419161676647,0.9560878243512974
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.04,0.07,4,0.05500000000000001,7,143,ok,171,152,16.07780975297885,0.13744858887485326,0.06288718536608143,0.012426900584795321,ok,0.06008071088759236,0.05021048210096947,-0.03506828265639777,0.18822588119370542,0.5668662674650699,0.4351297405189621,0.05948409871632461,0.05727994745211774,0.021024300996024575,0.09829770847009525,0.5329341317365269,0.47105788423153694
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.05,0.08,5,0.065,7,141,ok,171,152,15.245059804884354,0.09086524151186322,0.01630383800309142,0.012426900584795321,ok,0.002242464824706648,-0.004152759985670357,-0.053548073121676275,0.08581449553295822,0.6766467065868264,0.3253493013972056,-0.0005338358782097181,0.0007613479653141124,-0.028874105187005828,0.0302157946047827,0.8542914171656687,0.1497005988023952
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.06,0.09,6,0.075,7,141,ok,171,152,16.835556910387492,0.05877263366686197,-0.015788769841909835,0.012426900584795321,nonpositive_corrected_block_energy,,,,,,,-0.023846536129953806,-0.02430438794728848,-0.04143591942254933,-0.005274263396749496,0.7544910179640718,0.249500998003992
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.07,0.1,7,0.085,7,142,ok,171,152,21.21981160111737,0.09153395441366588,0.016972550904894076,0.012426900584795321,ok,0.01451772576899056,0.006224359414919264,-0.05061810288749004,0.1039414552677048,0.5868263473053892,0.4151696606786427,0.012700288030076548,0.013566640859742171,-0.00573780921467275,0.030698560774490874,0.6087824351297405,0.39520958083832336
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.0,0.03,0,0.015,4,110,ok,98,105,19.70267108386451,0.05530119998153357,-0.003882473487854096,0.019727891156462583,nonpositive_corrected_block_energy,,,,,,,-0.009543567439597136,-0.007682842317079171,-0.017036581077829765,-0.0017949516104986234,0.8323353293413174,0.32335329341317365
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.01,0.04,1,0.025,4,111,ok,98,105,17.56823849070133,0.03167481704539381,-0.02750885642399386,0.019727891156462583,nonpositive_corrected_block_energy,,,,,,,-0.03138038274397271,-0.02750885642399386,-0.04360786939957802,-0.019410421244393815,0.6407185628742516,0.5149700598802395
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.02,0.05,2,0.035,4,110,ok,98,105,17.399014803045983,0.06113377982801106,0.0019501063586234,0.019727891156462583,ok,0.0006039967940109183,-0.010535216777699086,-0.05248184022122941,0.10115010191080993,0.6167664670658682,0.3852295409181637,0.0017719283074706803,0.0019501063586234,0.00061849739699304,0.002837307459046826,0.6447105788423154,0.5109780439121756
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.03,0.06,3,0.045,4,111,ok,98,105,17.470945317482624,0.07532198685321781,0.016138313383830125,0.019727891156462583,ok,0.009956816294462972,-0.002111571588934145,-0.05142158022142909,0.11887979193161663,0.6187624750499002,0.38323353293413176,0.010771983997641744,0.011998604981025972,0.0054175438011140435,0.016138313383830125,1.0,0.15568862275449102
