eid,pid,target_prefix,status,error,n_trials,n_left,n_right,n_zero,left_fraction,n_total_units,epsilon,se_intercept,p_value,slope,epsilon_status
86b6ba67-c1db-4333-add0-f8105ea6e363,fcc167d6-cb53-4dc7-a58f-06a53cfabc84,VISp,ok,,565,299,203,63,0.5956175298804781,1,,,,,failed
952870e5-f2a7-4518-9e6d-71585460f6fe,19137f8d-0f3b-4923-93ad-f741758e1b2e,VISp,ok,,906,425,382,99,0.5266418835192069,110,0.1893967436478845,0.0014194030670987914,0.0,1.3401270792400943,ok
2584ce3c-db10-4076-89cb-5d313138dd38,b114e7e0-92b3-43bb-9529-53860e52606d,VISp,ok,,712,333,304,75,0.5227629513343799,451,0.22090982265914108,0.0017598586089750494,0.0,0.45708756439591697,ok
9a6e127b-bb07-4be2-92e2-53dd858c2762,e5bc1f00-f4b8-4b35-a9b6-60d9cc7959a1,VISp,ok,,653,292,276,85,0.5140845070422535,3,,,,,failed
b887df2c-bb9c-44c9-a9c0-538da87b2cab,59b7a543-8827-4157-a4f6-d5d0e50fdf39,VISp,ok,,478,220,202,56,0.5213270142180095,3,,,,,failed
d901aff5-2250-467a-b4a1-0cb9729df9e2,12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISp,ok,,458,210,194,54,0.5198019801980198,141,0.1352473681435595,0.001130084138131739,0.0,1.1167002566089992,ok
e0928e11-2b86-4387-a203-80c77fab5d52,799d899d-c398-4e81-abaf-1ef4b02d5475,VISp,ok,,474,204,211,59,0.491566265060241,166,0.11920979408176462,0.0006532640668476445,0.0,0.5941186199675078,ok
7cc74598-9c1b-436b-84fa-0bf89f31adf6,27109779-1b15-4d74-893f-08216d231307,VISp,ok,,526,196,269,61,0.421505376344086,56,0.24018206054332286,0.0001448319184378863,0.0,0.009436413722488405,ok
5c0c560e-9e1f-45e9-b66e-e4ee7855be84,d5e5311c-8beb-4f8f-b798-3e9bfa6bcdd8,VISp,ok,,1099,425,542,132,0.43950361944157185,490,0.18322733773018274,0.0027638497934532476,0.0,1.3107596858486903,ok
f56194bc-8215-4ae8-bc6a-89781ad8e050,18d316bf-d322-4c5c-814e-a58147f7bf5f,VISp,ok,,696,296,316,84,0.48366013071895425,194,0.18072430447006313,0.0015401398081568943,0.0,1.2670206325536995,ok
642c97ea-fe89-4ec9-8629-5e492ea4019d,b72b22c2-6e9d-4604-9910-20c0e1a467d7,VISp,ok,,489,224,209,56,0.5173210161662818,504,0.24043892662479155,0.0002783726393547145,0.0,0.01852242149640561,ok
caa5dddc-9290-4e27-9f5e-575ba3598614,4836a465-c691-4852-a0b1-dcd2b1ce38a1,VISp,ok,,404,153,205,46,0.4273743016759777,182,0.23519089458570844,0.0019912249086162788,0.0,0.05894225525246142,ok
c4432264-e1ae-446f-8a07-6280abade813,63a32e5c-f63a-450d-85cb-140947b67eaf,VISp,ok,,848,353,385,110,0.47831978319783197,40,0.2361491351895554,0.00031707245132176723,0.0,0.05264821817036038,ok
09b2c4d1-058d-4c84-9fd4-97530f85baf6,b78b3c42-eee5-47c6-9717-743b78c0b721,VISp,ok,,598,222,305,71,0.42125237191650855,264,0.15341081812992874,0.002925446620512282,2.220446049250313e-16,1.990950519058155,ok
239dd3c9-35f3-4462-95ee-91b822a22e6b,1f5d62cb-814f-4ab2-b6af-7557ea04d56a,VISp,ok,,414,154,211,49,0.42191780821917807,236,0.24223917366176875,0.0002139065207797625,0.0,-0.023533474740944322,ok
7dd27c2f-9544-448d-918d-be0f9837b0e0,d3507787-60c8-4cea-a61e-0c708b4361d8,VISp,ok,,525,242,224,59,0.51931330472103,95,0.24204052552201746,0.00010566545105847761,0.0,-0.023702414746088925,ok
ca4ecb4c-4b60-4723-9b9e-2c54a6290a53,92822789-608f-44a6-ad64-fe549402b2df,VISp,ok,,620,267,271,82,0.4962825278810409,232,0.24110564619186076,6.369797137379436e-05,0.0,-0.0019250621385983745,ok
3f71aa98-08c6-4e79-b4c8-00eae4f03eff,17fa2600-6349-4b6f-a7e4-d8ea5558fa12,VISp,ok,,672,244,346,82,0.4135593220338983,5,,,,,failed
5ae68c54-2897-4d3a-8120-426150704385,a8a59fc3-a658-4db4-b5e8-09f1e4df03fd,VISp,ok,,740,321,330,89,0.4930875576036866,215,0.2407185071304564,4.580144024467099e-05,0.0,0.00130664254907251,ok
0c828385-6dd6-4842-a702-c5075f5f5e81,3d3d5a5e-df26-43ee-80b6-2d72d85668a5,VISp,ok,,610,224,314,72,0.4163568773234201,151,0.1349413935619235,0.0008423540726742988,0.0,1.1782452438617153,ok
bb099402-fb31-4cfd-824e-1c97530a0875,b83407f8-8220-46f9-9b90-a4c9f150c572,VISp,ok,,665,244,341,80,0.4170940170940171,186,0.23529907808655545,0.0005633773061826011,0.0,0.10933147709049035,ok
111c1762-7908-47e0-9f40-2f2ee55b6505,27bac116-ea57-4512-ad35-714a62d259cd,VISp,ok,,724,252,385,87,0.3956043956043956,134,0.14342252446066936,0.001645477752125113,0.0,1.9000268832053417,ok
8a3a0197-b40a-449f-be55-c00b23253bbf,f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,VISp,ok,,417,154,213,50,0.4196185286103542,128,0.2319212553855737,0.0003955076748217988,0.0,0.10486569044536927,ok
bda2faf5-9563-4940-a80f-ce444259e47b,29418b18-4db6-436f-a85e-b0f1d38d2e62,VISp,ok,,545,231,260,54,0.47046843177189407,310,0.24020887241545585,0.00019963725277689416,0.0,0.016484127276027646,ok
91bac580-76ed-41ab-ac07-89051f8d7f6e,6d9b6393-6729-4a15-ad08-c6838842a074,VISp,ok,,699,300,306,93,0.49504950495049505,109,0.21533174387111603,0.0010878198412972737,0.0,0.48760068712735893,ok
8a1cf4ef-06e3-4c72-9bc7-e1baa189841b,5544da75-8d34-47cb-9092-1f91e713e79c,VISp,ok,,405,189,165,51,0.5338983050847458,7,,,,,failed
7416f387-b302-4ca3-8daf-03b585a1b7ec,caf2170c-5463-46ce-8cd0-66f2e1e3376d,VISp,ok,,476,227,199,50,0.5328638497652582,47,0.24038734091010577,6.057210079463493e-05,0.0,0.013436571564822457,ok
7cb81727-2097-4b52-b480-c89867b5b34c,4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp,ok,,658,290,287,81,0.5025996533795494,133,0.23677032541615747,0.0003808548354545357,0.0,0.06209569576504341,ok
75b6b132-d998-4fba-8482-961418ac957d,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,VISp,ok,,471,223,198,50,0.5296912114014252,52,0.24096237715403757,7.885753017475599e-05,0.0,0.0018900896051609784,ok
b52182e7-39f6-4914-9717-136db589706e,0393f34c-a2bd-4c01-99c9-f6b4ec6e786d,VISp,ok,,700,295,320,85,0.4796747967479675,153,0.12796228045949853,0.0012327138612952587,0.0,1.8333826993581954,ok
83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,220bca21-4cf8-43f1-a213-71645899c571,VISp,ok,,907,428,375,104,0.5330012453300125,13,,,,,failed
85dc2ebd-8aaf-46b0-9284-a197aee8b16f,df07180e-268e-489c-826e-40cb6f63d3a5,VISp,ok,,770,322,346,102,0.4820359281437126,333,0.23945340773356402,0.00036589839544815277,0.0,0.030160784541340833,ok
a71175be-d1fd-47a3-aa93-b830ea3634a1,e10a7a75-4740-41d1-82bb-7696ed14c442,VISp,ok,,855,357,386,112,0.48048452220726784,45,0.24100369064156313,6.353478153485626e-05,0.0,-0.0021103909835288766,ok
37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,50f1512d-dd41-4a0c-b3ab-b0564f0424d7,VISp,ok,,630,299,263,68,0.5320284697508897,35,0.23868177228908719,0.0005657050232647087,0.0,0.036241586646645854,ok
dda5fc59-f09a-4256-9fb5-66c67667a466,8169d556-f994-4735-b4c8-f7c85ddc39b0,VISp,ok,,751,338,320,93,0.513677811550152,208,0.11823018189968866,0.0009383335730361659,0.0,1.6403497160452127,ok
7be8fec4-406b-4e74-8548-d2885dcc3d5e,44f5caad-c703-4279-866b-0303e57d2a7f,VISp,ok,,594,303,230,61,0.5684803001876173,188,0.24146216440580223,0.00013826070580231058,0.0,-0.011857831869738988,ok
03cf52f6-fba6-4743-a42e-dd1ac3072343,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,VISp,ok,,415,154,212,49,0.4207650273224044,114,0.2327198419516755,0.0005923775984265137,0.0,0.155312044402404,ok
5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,d6c810b2-5922-4127-af2b-4b104bc55c2b,VISp,ok,,587,252,260,75,0.4921875,86,0.1333767859594147,0.002550943475617662,2.220446049250313e-16,1.9405058090429046,ok
41431f53-69fd-4e3b-80ce-ea62e03bf9c7,a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp,ok,,570,239,262,69,0.47704590818363274,829,0.18506956532560434,0.004177949125960564,1.3322676295501878e-15,1.181700365641702,ok
6274dda8-3a59-4aa1-95f8-a8a549c46a26,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,VISp,ok,,780,286,403,91,0.41509433962264153,300,0.11354383995227782,0.0009586248879285023,0.0,2.122024103767708,ok
90c61c38-b9fd-4cc3-9795-29160d2f8e55,43436b4b-0431-407f-b83d-d657ec22b5c6,VISp,ok,,804,390,326,88,0.5446927374301676,231,0.24146614440790737,0.00010109498212220094,0.0,-0.01583690630382511,ok
5d01d14e-aced-4465-8f8e-9a1c674f62ec,c84144db-4498-4627-b72a-975a6b618715,VISp,ok,,555,234,255,66,0.4785276073619632,175,0.10377644455193048,0.0009368611430631438,0.0,1.2866881366358032,ok
